18/08/2020	11:00
######	######	######	######
Input parameter	Value		
Start phase (Rad)	0.0000000000
Phase step (Rad)	1.0000000000
End phase (Rad)	50000.0000000000
Pulse 1 start time after trigger (ms)	0.1200000000
Pulse 2 start time after trigger (ms)	0.7200000000
Loop averages	1.0000000000
Sweep rate (Hz/s)	0.0000000000
k_eff  (m^-1)	0.0000000000
Pi pulse (us)	4.5000000000
Pulse separation  (ms)	3.0000000000
######	######	######	######	######
Laser phase (deg)	Average1	Standard Deviation	Average Population	Best fit
12587.023	0.373	NaN	0.373	0.334
12581.340	0.359	NaN	0.359	0.336
12583.282	0.344	NaN	0.344	0.333
12585.496	0.308	NaN	0.308	0.327
12583.721	0.315	NaN	0.315	0.330
12583.951	0.299	NaN	0.299	0.329
12582.578	0.365	NaN	0.365	0.336
12590.932	0.325	NaN	0.325	0.327
12592.752	0.367	NaN	0.367	0.331
12581.343	0.359	NaN	0.359	0.336
12584.884	0.294	NaN	0.294	0.326
12577.642	0.342	NaN	0.342	0.329
12586.382	0.359	NaN	0.359	0.330
12577.543	0.371	NaN	0.371	0.330
12584.576	0.291	NaN	0.291	0.327
12583.406	0.328	NaN	0.328	0.332
12583.348	0.331	NaN	0.331	0.332
12574.670	0.282	NaN	0.282	0.335
12579.352	0.292	NaN	0.292	0.327
12577.156	0.371	NaN	0.371	0.332
12581.426	0.368	NaN	0.368	0.336
12583.144	0.346	NaN	0.346	0.333
12579.442	0.287	NaN	0.287	0.327
12582.162	0.368	NaN	0.368	0.337
12575.383	0.322	NaN	0.322	0.337
12579.768	0.297	NaN	0.297	0.329
12574.000	0.294	NaN	0.294	0.331
12580.187	0.303	NaN	0.303	0.331
12583.261	0.326	NaN	0.326	0.333
12585.580	0.331	NaN	0.331	0.327
12579.563	0.289	NaN	0.289	0.328
12575.509	0.314	NaN	0.314	0.337
12583.328	0.324	NaN	0.324	0.332
12587.012	0.374	NaN	0.374	0.334
12586.825	0.367	NaN	0.367	0.333
12579.463	0.289	NaN	0.289	0.327
12577.239	0.356	NaN	0.356	0.331
12582.427	0.367	NaN	0.367	0.336
12584.762	0.288	NaN	0.288	0.326
12586.608	0.364	NaN	0.364	0.331
12584.228	0.295	NaN	0.295	0.328
12587.537	0.363	NaN	0.363	0.336
12579.823	0.303	NaN	0.303	0.329
12577.731	0.357	NaN	0.357	0.329
12583.590	0.302	NaN	0.302	0.331
12587.344	0.370	NaN	0.370	0.335
12581.699	0.372	NaN	0.372	0.337
12585.746	0.334	NaN	0.334	0.327
12579.200	0.291	NaN	0.291	0.327
12573.258	0.314	NaN	0.314	0.328
12575.680	0.330	NaN	0.330	0.337
12582.872	0.347	NaN	0.347	0.335
12585.800	0.337	NaN	0.337	0.328
12576.981	0.369	NaN	0.369	0.333
12573.721	0.302	NaN	0.302	0.330
12584.743	0.293	NaN	0.293	0.326
12582.433	0.364	NaN	0.364	0.336
12582.896	0.339	NaN	0.339	0.335
12575.567	0.326	NaN	0.326	0.337
12578.065	0.344	NaN	0.344	0.327
12577.813	0.343	NaN	0.343	0.328
12581.431	0.370	NaN	0.370	0.336
12581.835	0.379	NaN	0.379	0.337
12576.413	0.374	NaN	0.374	0.335
12576.857	0.375	NaN	0.375	0.333
12588.891	0.297	NaN	0.297	0.336
12590.215	0.298	NaN	0.298	0.329
12584.379	0.291	NaN	0.291	0.327
12576.574	0.374	NaN	0.374	0.335
12583.412	0.318	NaN	0.318	0.332
12575.686	0.342	NaN	0.342	0.337
12584.270	0.291	NaN	0.291	0.328
12587.074	0.373	NaN	0.373	0.334
12582.684	0.350	NaN	0.350	0.336
12585.847	0.328	NaN	0.328	0.328
12575.800	0.344	NaN	0.344	0.337
12583.619	0.296	NaN	0.296	0.331
12582.496	0.362	NaN	0.362	0.336
12581.607	0.369	NaN	0.369	0.337
12582.011	0.368	NaN	0.368	0.337
12579.338	0.282	NaN	0.282	0.327
12586.775	0.362	NaN	0.362	0.332
12578.268	0.310	NaN	0.310	0.327
12583.203	0.330	NaN	0.330	0.333
12585.047	0.304	NaN	0.304	0.326
12583.547	0.321	NaN	0.321	0.331
12578.173	0.329	NaN	0.329	0.327
12580.935	0.358	NaN	0.358	0.335
12583.957	0.290	NaN	0.290	0.329
12582.425	0.356	NaN	0.356	0.336
12583.357	0.306	NaN	0.306	0.332
12585.163	0.298	NaN	0.298	0.326
12583.165	0.324	NaN	0.324	0.333
12582.098	0.371	NaN	0.371	0.337
12585.220	0.311	NaN	0.311	0.326
12581.525	0.376	NaN	0.376	0.337
12582.102	0.374	NaN	0.374	0.337
12580.943	0.339	NaN	0.339	0.335
12587.399	0.354	NaN	0.354	0.335
12576.786	0.368	NaN	0.368	0.334
12584.452	0.286	NaN	0.286	0.327
12579.125	0.285	NaN	0.285	0.326
12580.634	0.321	NaN	0.321	0.333
12582.742	0.338	NaN	0.338	0.335
12576.394	0.366	NaN	0.366	0.336
12582.430	0.359	NaN	0.359	0.336
12579.039	0.284	NaN	0.284	0.326
12574.733	0.295	NaN	0.295	0.335
12577.468	0.349	NaN	0.349	0.330
12575.882	0.347	NaN	0.347	0.337
12583.279	0.314	NaN	0.314	0.333
12572.216	0.363	NaN	0.363	0.326
12583.125	0.323	NaN	0.323	0.333
12567.083	0.364	NaN	0.364	0.328
12568.357	0.314	NaN	0.314	0.335
12577.143	0.361	NaN	0.361	0.332
12586.445	0.369	NaN	0.369	0.331
12578.230	0.327	NaN	0.327	0.327
12579.494	0.292	NaN	0.292	0.327
12574.267	0.286	NaN	0.286	0.333
12579.829	0.298	NaN	0.298	0.329
12587.344	0.363	NaN	0.363	0.335
12584.578	0.287	NaN	0.287	0.327
12577.760	0.353	NaN	0.353	0.329
12588.542	0.317	NaN	0.317	0.337
12576.264	0.364	NaN	0.364	0.336
12583.200	0.310	NaN	0.310	0.333
12572.927	0.324	NaN	0.324	0.327
12577.978	0.328	NaN	0.328	0.328
12579.867	0.300	NaN	0.300	0.329
12578.604	0.304	NaN	0.304	0.326
12578.574	0.302	NaN	0.302	0.326
12582.160	0.364	NaN	0.364	0.337
12580.605	0.333	NaN	0.333	0.333
12578.927	0.287	NaN	0.287	0.326
12586.726	0.368	NaN	0.368	0.332
12584.050	0.288	NaN	0.288	0.329
12582.148	0.374	NaN	0.374	0.337
12581.765	0.375	NaN	0.375	0.337
12575.406	0.340	NaN	0.340	0.337
12585.355	0.311	NaN	0.311	0.326
12583.479	0.322	NaN	0.322	0.332
12584.721	0.297	NaN	0.297	0.326
12582.076	0.375	NaN	0.375	0.337
12577.425	0.352	NaN	0.352	0.330
12584.446	0.289	NaN	0.289	0.327
12581.050	0.365	NaN	0.365	0.335
12582.863	0.342	NaN	0.342	0.335
12582.808	0.351	NaN	0.351	0.335
12578.725	0.298	NaN	0.298	0.326
12581.120	0.359	NaN	0.359	0.335
12579.316	0.284	NaN	0.284	0.327
12580.740	0.348	NaN	0.348	0.334
12584.565	0.289	NaN	0.289	0.327
12580.905	0.355	NaN	0.355	0.334
12583.865	0.292	NaN	0.292	0.330
12586.293	0.363	NaN	0.363	0.330
12583.078	0.315	NaN	0.315	0.334
12585.087	0.312	NaN	0.312	0.326
12583.760	0.302	NaN	0.302	0.330
12589.760	0.288	NaN	0.288	0.332
12584.671	0.296	NaN	0.296	0.326
12585.352	0.321	NaN	0.321	0.326
12584.547	0.285	NaN	0.285	0.327
12577.758	0.342	NaN	0.342	0.329
12580.124	0.323	NaN	0.323	0.330
12584.547	0.287	NaN	0.287	0.327
12584.438	0.292	NaN	0.292	0.327
12588.717	0.313	NaN	0.313	0.336
12577.560	0.348	NaN	0.348	0.330
12572.627	0.346	NaN	0.346	0.326
12579.911	0.301	NaN	0.301	0.329
12580.585	0.326	NaN	0.326	0.333
12578.426	0.302	NaN	0.302	0.326
12572.739	0.330	NaN	0.330	0.326
12569.980	0.307	NaN	0.307	0.336
12585.793	0.335	NaN	0.335	0.328
12584.032	0.289	NaN	0.289	0.329
12590.412	0.317	NaN	0.317	0.328
12584.844	0.300	NaN	0.300	0.326
12576.185	0.379	NaN	0.379	0.336
12580.596	0.332	NaN	0.332	0.333
12578.245	0.302	NaN	0.302	0.327
12579.828	0.291	NaN	0.291	0.329
12580.325	0.325	NaN	0.325	0.331
12587.031	0.379	NaN	0.379	0.334
12583.632	0.315	NaN	0.315	0.331
12583.069	0.339	NaN	0.339	0.334
12579.730	0.294	NaN	0.294	0.328
12588.015	0.337	NaN	0.337	0.337
12585.614	0.319	NaN	0.319	0.327
12582.731	0.343	NaN	0.343	0.335
12582.988	0.326	NaN	0.326	0.334
12577.208	0.358	NaN	0.358	0.332
12583.293	0.315	NaN	0.315	0.333
12576.475	0.371	NaN	0.371	0.335
12573.507	0.298	NaN	0.298	0.329
12584.161	0.285	NaN	0.285	0.328
12573.863	0.288	NaN	0.288	0.330
12571.588	0.377	NaN	0.377	0.328
12585.216	0.308	NaN	0.308	0.326
12582.149	0.375	NaN	0.375	0.337
12587.340	0.358	NaN	0.358	0.335
12584.032	0.287	NaN	0.287	0.329
12576.650	0.378	NaN	0.378	0.334
12582.737	0.347	NaN	0.347	0.335
12586.509	0.370	NaN	0.370	0.331
12580.863	0.353	NaN	0.353	0.334
12589.422	0.283	NaN	0.283	0.333
12582.789	0.346	NaN	0.346	0.335
12587.151	0.377	NaN	0.377	0.334
12589.139	0.291	NaN	0.291	0.335
12586.823	0.381	NaN	0.381	0.333
12580.889	0.356	NaN	0.356	0.334
12573.167	0.305	NaN	0.305	0.327
12582.037	0.373	NaN	0.373	0.337
12586.680	0.374	NaN	0.374	0.332
12582.696	0.349	NaN	0.349	0.335
12570.674	0.345	NaN	0.345	0.333
12580.862	0.351	NaN	0.351	0.334
12583.251	0.316	NaN	0.316	0.333
12578.605	0.295	NaN	0.295	0.326
12585.094	0.303	NaN	0.303	0.326
12586.130	0.362	NaN	0.362	0.329
12586.001	0.340	NaN	0.340	0.328
12582.807	0.346	NaN	0.346	0.335
12572.645	0.334	NaN	0.334	0.326
12577.125	0.359	NaN	0.359	0.332
12579.143	0.286	NaN	0.286	0.326
12578.726	0.297	NaN	0.297	0.326
12582.361	0.371	NaN	0.371	0.337
12582.830	0.347	NaN	0.347	0.335
12577.503	0.362	NaN	0.362	0.330
12583.723	0.295	NaN	0.295	0.330
12579.848	0.298	NaN	0.298	0.329
12584.524	0.286	NaN	0.286	0.327
12588.371	0.311	NaN	0.311	0.337
12585.194	0.316	NaN	0.316	0.326
12576.148	0.366	NaN	0.366	0.336
12582.469	0.365	NaN	0.365	0.336
12583.459	0.317	NaN	0.317	0.332
12584.065	0.292	NaN	0.292	0.329
12589.216	0.293	NaN	0.293	0.334
12584.324	0.293	NaN	0.293	0.327
12585.923	0.350	NaN	0.350	0.328
12578.380	0.316	NaN	0.316	0.327
12582.880	0.348	NaN	0.348	0.335
12585.526	0.341	NaN	0.341	0.327
12582.936	0.325	NaN	0.325	0.334
12585.508	0.327	NaN	0.327	0.327
12581.723	0.379	NaN	0.379	0.337
12585.285	0.331	NaN	0.331	0.326
12582.602	0.353	NaN	0.353	0.336
12580.456	0.335	NaN	0.335	0.332
12581.685	0.373	NaN	0.373	0.337
12582.692	0.339	NaN	0.339	0.335
12577.917	0.337	NaN	0.337	0.328
12579.689	0.289	NaN	0.289	0.328
12587.208	0.377	NaN	0.377	0.335
12584.858	0.300	NaN	0.300	0.326
12582.624	0.340	NaN	0.340	0.336
12586.643	0.377	NaN	0.377	0.332
12576.801	0.384	NaN	0.384	0.334
12579.450	0.289	NaN	0.289	0.327
12581.878	0.382	NaN	0.382	0.337
12583.843	0.287	NaN	0.287	0.330
12581.653	0.386	NaN	0.386	0.337
12578.751	0.293	NaN	0.293	0.326
12583.505	0.322	NaN	0.322	0.331
12580.001	0.301	NaN	0.301	0.330
12580.251	0.323	NaN	0.323	0.331
12582.856	0.351	NaN	0.351	0.335
12586.013	0.366	NaN	0.366	0.328
12582.647	0.359	NaN	0.359	0.336
12581.406	0.375	NaN	0.375	0.336
12576.446	0.379	NaN	0.379	0.335
12581.586	0.382	NaN	0.382	0.337
12580.300	0.334	NaN	0.334	0.331
12585.442	0.334	NaN	0.334	0.326
12584.894	0.308	NaN	0.308	0.326
12575.983	0.373	NaN	0.373	0.337
12587.686	0.359	NaN	0.359	0.336
12581.535	0.379	NaN	0.379	0.337
12576.678	0.379	NaN	0.379	0.334
12585.046	0.299	NaN	0.299	0.326
12585.614	0.333	NaN	0.333	0.327
12579.641	0.295	NaN	0.295	0.328
12586.692	0.378	NaN	0.378	0.332
12588.058	0.340	NaN	0.340	0.337
12580.420	0.319	NaN	0.319	0.332
12580.937	0.357	NaN	0.357	0.335
12583.751	0.298	NaN	0.298	0.330
12592.278	0.368	NaN	0.368	0.328
12579.267	0.286	NaN	0.286	0.327
12574.631	0.302	NaN	0.302	0.335
12584.944	0.312	NaN	0.312	0.326
12585.182	0.309	NaN	0.309	0.326
12587.317	0.360	NaN	0.360	0.335
12585.127	0.313	NaN	0.313	0.326
12577.720	0.333	NaN	0.333	0.329
12583.947	0.290	NaN	0.290	0.329
12578.383	0.294	NaN	0.294	0.327
12587.277	0.373	NaN	0.373	0.335
12584.542	0.295	NaN	0.295	0.327
12579.693	0.298	NaN	0.298	0.328
12583.327	0.317	NaN	0.317	0.332
12578.273	0.311	NaN	0.311	0.327
12580.107	0.328	NaN	0.328	0.330
12586.243	0.378	NaN	0.378	0.330
12581.407	0.373	NaN	0.373	0.336
12583.851	0.287	NaN	0.287	0.330
12578.034	0.314	NaN	0.314	0.328
12581.048	0.369	NaN	0.369	0.335
12588.528	0.313	NaN	0.313	0.337
12577.787	0.328	NaN	0.328	0.329
12585.345	0.336	NaN	0.336	0.326
12579.319	0.289	NaN	0.289	0.327
12579.565	0.292	NaN	0.292	0.328
12579.136	0.285	NaN	0.285	0.326
12580.080	0.321	NaN	0.321	0.330
12579.867	0.310	NaN	0.310	0.329
12577.281	0.360	NaN	0.360	0.331
12580.179	0.313	NaN	0.313	0.331
12584.330	0.285	NaN	0.285	0.327
12579.836	0.298	NaN	0.298	0.329
12583.692	0.292	NaN	0.292	0.330
12582.849	0.325	NaN	0.325	0.335
12583.156	0.310	NaN	0.310	0.333
12581.209	0.370	NaN	0.370	0.336
12580.290	0.324	NaN	0.324	0.331
12596.579	0.373	NaN	0.373	0.329
12578.251	0.305	NaN	0.305	0.327
12579.140	0.289	NaN	0.289	0.326
12575.277	0.331	NaN	0.331	0.337
12580.801	0.359	NaN	0.359	0.334
12583.289	0.313	NaN	0.313	0.333
12575.530	0.330	NaN	0.330	0.337
12585.360	0.336	NaN	0.336	0.326
12582.689	0.356	NaN	0.356	0.335
12583.016	0.321	NaN	0.321	0.334
12578.447	0.315	NaN	0.315	0.326
12576.167	0.379	NaN	0.379	0.336
12579.437	0.295	NaN	0.295	0.327
12582.616	0.351	NaN	0.351	0.336
12583.592	0.293	NaN	0.293	0.331
12579.352	0.286	NaN	0.286	0.327
12583.205	0.323	NaN	0.323	0.333
12578.619	0.291	NaN	0.291	0.326
12583.124	0.302	NaN	0.302	0.334
12587.034	0.371	NaN	0.371	0.334
12580.550	0.344	NaN	0.344	0.333
12588.826	0.288	NaN	0.288	0.336
12577.917	0.327	NaN	0.327	0.328
12581.251	0.370	NaN	0.370	0.336
12585.726	0.349	NaN	0.349	0.327
12585.251	0.328	NaN	0.328	0.326
12585.164	0.311	NaN	0.311	0.326
12583.953	0.288	NaN	0.288	0.329
12586.425	0.381	NaN	0.381	0.330
12578.492	0.289	NaN	0.289	0.326
12578.351	0.301	NaN	0.301	0.327
12579.409	0.292	NaN	0.292	0.327
12577.171	0.363	NaN	0.363	0.332
12587.645	0.333	NaN	0.333	0.336
12582.683	0.342	NaN	0.342	0.336
12579.998	0.313	NaN	0.313	0.330
12578.887	0.292	NaN	0.292	0.326
12585.479	0.354	NaN	0.354	0.327
12579.374	0.297	NaN	0.297	0.327
12581.235	0.379	NaN	0.379	0.336
12579.186	0.292	NaN	0.292	0.327
12584.217	0.290	NaN	0.290	0.328
12581.971	0.373	NaN	0.373	0.337
12578.803	0.286	NaN	0.286	0.326
12580.060	0.323	NaN	0.323	0.330
12576.533	0.377	NaN	0.377	0.335
12573.887	0.285	NaN	0.285	0.331
12590.193	0.313	NaN	0.313	0.329
12579.990	0.322	NaN	0.322	0.330
12583.383	0.306	NaN	0.306	0.332
12582.486	0.348	NaN	0.348	0.336
12580.106	0.332	NaN	0.332	0.330
12581.800	0.381	NaN	0.381	0.337
12578.577	0.291	NaN	0.291	0.326
12580.478	0.350	NaN	0.350	0.332
12585.638	0.350	NaN	0.350	0.327
12582.559	0.350	NaN	0.350	0.336
12576.550	0.378	NaN	0.378	0.335
12580.411	0.358	NaN	0.358	0.332
12584.181	0.290	NaN	0.290	0.328
12581.837	0.380	NaN	0.380	0.337
12582.836	0.344	NaN	0.344	0.335
12581.002	0.366	NaN	0.366	0.335
12583.423	0.308	NaN	0.308	0.332
12587.746	0.347	NaN	0.347	0.337
12582.651	0.367	NaN	0.367	0.336
12583.849	0.288	NaN	0.288	0.330
12582.289	0.358	NaN	0.358	0.337
12572.247	0.348	NaN	0.348	0.326
12576.169	0.379	NaN	0.379	0.336
12573.207	0.305	NaN	0.305	0.327
12585.648	0.357	NaN	0.357	0.327
12584.685	0.307	NaN	0.307	0.326
12578.389	0.300	NaN	0.300	0.326
12574.908	0.328	NaN	0.328	0.336
12563.799	0.290	NaN	0.290	0.336
12569.166	0.294	NaN	0.294	0.337
12586.145	0.370	NaN	0.370	0.329
12576.986	0.364	NaN	0.364	0.333
12582.461	0.359	NaN	0.359	0.336
12585.242	0.345	NaN	0.345	0.326
12589.452	0.294	NaN	0.294	0.333
12592.147	0.365	NaN	0.365	0.328
12582.782	0.335	NaN	0.335	0.335
12574.536	0.305	NaN	0.305	0.334
12585.122	0.311	NaN	0.311	0.326
12579.698	0.312	NaN	0.312	0.328
12577.546	0.349	NaN	0.349	0.330
12585.464	0.360	NaN	0.360	0.327
12583.257	0.306	NaN	0.306	0.333
12579.434	0.310	NaN	0.310	0.327
12581.271	0.376	NaN	0.376	0.336
12582.595	0.346	NaN	0.346	0.336
12579.499	0.305	NaN	0.305	0.327
12581.386	0.381	NaN	0.381	0.336
12585.063	0.324	NaN	0.324	0.326
12579.656	0.304	NaN	0.304	0.328
12574.145	0.300	NaN	0.300	0.332
12578.385	0.292	NaN	0.292	0.326
12575.870	0.366	NaN	0.366	0.337
12576.205	0.372	NaN	0.372	0.336
12589.088	0.290	NaN	0.290	0.335
12579.511	0.300	NaN	0.300	0.328
12569.574	0.318	NaN	0.318	0.337
12584.421	0.302	NaN	0.302	0.327
12571.858	0.373	NaN	0.373	0.327
12588.660	0.300	NaN	0.300	0.336
12580.852	0.361	NaN	0.361	0.334
12585.894	0.369	NaN	0.369	0.328
12580.115	0.330	NaN	0.330	0.330
12580.782	0.365	NaN	0.365	0.334
12583.808	0.296	NaN	0.296	0.330
12582.005	0.362	NaN	0.362	0.337
12584.959	0.317	NaN	0.317	0.326
12579.279	0.293	NaN	0.293	0.327
12579.678	0.316	NaN	0.316	0.328
12578.729	0.300	NaN	0.300	0.326
12584.658	0.302	NaN	0.302	0.327
12577.685	0.343	NaN	0.343	0.329
12582.669	0.325	NaN	0.325	0.336
12576.017	0.377	NaN	0.377	0.337
12582.730	0.339	NaN	0.339	0.335
12583.776	0.294	NaN	0.294	0.330
12584.880	0.314	NaN	0.314	0.326
12583.298	0.308	NaN	0.308	0.333
12582.593	0.332	NaN	0.332	0.336
12586.234	0.383	NaN	0.383	0.329
12584.675	0.309	NaN	0.309	0.326
12582.894	0.315	NaN	0.315	0.335
12581.081	0.376	NaN	0.376	0.335
12579.156	0.293	NaN	0.293	0.326
12575.959	0.376	NaN	0.376	0.337
12579.736	0.310	NaN	0.310	0.328
12585.741	0.358	NaN	0.358	0.327
12581.387	0.379	NaN	0.379	0.336
12585.361	0.333	NaN	0.333	0.326
12587.074	0.375	NaN	0.375	0.334
12587.428	0.357	NaN	0.357	0.336
12593.163	0.322	NaN	0.322	0.333
12577.649	0.313	NaN	0.313	0.329
12577.589	0.329	NaN	0.329	0.329
12577.177	0.366	NaN	0.366	0.332
12582.007	0.359	NaN	0.359	0.337
12579.354	0.294	NaN	0.294	0.327
12583.137	0.302	NaN	0.302	0.333
12585.692	0.374	NaN	0.374	0.327
12579.465	0.298	NaN	0.298	0.327
12579.804	0.333	NaN	0.333	0.329
12572.572	0.341	NaN	0.341	0.326
12579.576	0.311	NaN	0.311	0.328
12577.898	0.312	NaN	0.312	0.328
12587.167	0.364	NaN	0.364	0.334
12582.436	0.354	NaN	0.354	0.336
12579.072	0.296	NaN	0.296	0.326
12595.212	0.330	NaN	0.330	0.336
12585.703	0.375	NaN	0.375	0.327
12577.134	0.344	NaN	0.344	0.332
12575.412	0.358	NaN	0.358	0.337
12575.277	0.341	NaN	0.341	0.337
12580.435	0.341	NaN	0.341	0.332
12583.748	0.288	NaN	0.288	0.330
12579.863	0.324	NaN	0.324	0.329
12577.304	0.352	NaN	0.352	0.331
12576.646	0.375	NaN	0.375	0.334
12577.841	0.323	NaN	0.323	0.328
12579.341	0.300	NaN	0.300	0.327
12578.923	0.296	NaN	0.296	0.326
12587.841	0.326	NaN	0.326	0.337
12573.234	0.301	NaN	0.301	0.328
12577.758	0.319	NaN	0.319	0.329
12583.543	0.294	NaN	0.294	0.331
12578.275	0.291	NaN	0.291	0.327
12576.119	0.376	NaN	0.376	0.336
12584.256	0.291	NaN	0.291	0.328
12577.922	0.314	NaN	0.314	0.328
12578.611	0.291	NaN	0.291	0.326
12583.631	0.287	NaN	0.287	0.331
12585.718	0.367	NaN	0.367	0.327
12574.791	0.313	NaN	0.313	0.335
12578.813	0.289	NaN	0.289	0.326
12581.704	0.382	NaN	0.382	0.337
12580.047	0.331	NaN	0.331	0.330
12592.563	0.353	NaN	0.353	0.330
12575.325	0.355	NaN	0.355	0.337
12587.461	0.343	NaN	0.343	0.336
12580.414	0.350	NaN	0.350	0.332
12571.362	0.379	NaN	0.379	0.329
12588.224	0.321	NaN	0.321	0.337
12585.881	0.363	NaN	0.363	0.328
12577.870	0.320	NaN	0.320	0.328
12575.850	0.378	NaN	0.378	0.337
12577.560	0.338	NaN	0.338	0.330
12572.168	0.365	NaN	0.365	0.326
12581.453	0.380	NaN	0.380	0.336
12573.848	0.292	NaN	0.292	0.330
12574.383	0.290	NaN	0.290	0.333
12580.055	0.348	NaN	0.348	0.330
12588.405	0.298	NaN	0.298	0.337
12585.318	0.344	NaN	0.344	0.326
12572.241	0.339	NaN	0.339	0.326
12575.715	0.369	NaN	0.369	0.337
12579.249	0.295	NaN	0.295	0.327
12578.394	0.288	NaN	0.288	0.326
12586.126	0.379	NaN	0.379	0.329
12578.499	0.297	NaN	0.297	0.326
12590.744	0.360	NaN	0.360	0.327
12581.111	0.378	NaN	0.378	0.335
12588.482	0.284	NaN	0.284	0.337
12578.099	0.292	NaN	0.292	0.327
12586.369	0.380	NaN	0.380	0.330
12583.632	0.290	NaN	0.290	0.331
12575.487	0.366	NaN	0.366	0.337
12577.143	0.351	NaN	0.351	0.332
12580.486	0.343	NaN	0.343	0.332
12581.692	0.377	NaN	0.377	0.337
12589.045	0.286	NaN	0.286	0.335
12580.706	0.367	NaN	0.367	0.334
12582.100	0.370	NaN	0.370	0.337
12577.349	0.343	NaN	0.343	0.331
12582.556	0.336	NaN	0.336	0.336
12583.156	0.307	NaN	0.307	0.333
12587.460	0.343	NaN	0.343	0.336
12587.042	0.368	NaN	0.368	0.334
12584.968	0.328	NaN	0.328	0.326
12581.154	0.378	NaN	0.378	0.336
12577.987	0.318	NaN	0.318	0.328
12580.770	0.359	NaN	0.359	0.334
12580.582	0.359	NaN	0.359	0.333
12580.151	0.345	NaN	0.345	0.331
12575.411	0.349	NaN	0.349	0.337
12583.045	0.313	NaN	0.313	0.334
12583.455	0.295	NaN	0.295	0.332
12574.393	0.293	NaN	0.293	0.333
12587.231	0.351	NaN	0.351	0.335
12580.794	0.367	NaN	0.367	0.334
12582.170	0.360	NaN	0.360	0.337
12590.353	0.331	NaN	0.331	0.329
12582.556	0.332	NaN	0.332	0.336
12584.353	0.293	NaN	0.293	0.327
12586.555	0.383	NaN	0.383	0.331
12578.990	0.289	NaN	0.289	0.326
12573.086	0.305	NaN	0.305	0.327
12578.359	0.297	NaN	0.297	0.327
12582.069	0.346	NaN	0.346	0.337
12574.452	0.302	NaN	0.302	0.334
12575.475	0.350	NaN	0.350	0.337
12576.637	0.374	NaN	0.374	0.335
12578.257	0.307	NaN	0.307	0.327
12584.903	0.318	NaN	0.318	0.326
12577.930	0.317	NaN	0.317	0.328
12575.792	0.366	NaN	0.366	0.337
12582.340	0.348	NaN	0.348	0.337
12581.030	0.379	NaN	0.379	0.335
12584.981	0.322	NaN	0.322	0.326
12577.646	0.332	NaN	0.332	0.329
12575.860	0.375	NaN	0.375	0.337
12582.548	0.349	NaN	0.349	0.336
12588.989	0.293	NaN	0.293	0.335
12583.573	0.296	NaN	0.296	0.331
12582.553	0.330	NaN	0.330	0.336
12579.162	0.301	NaN	0.301	0.327
12578.863	0.292	NaN	0.292	0.326
12582.824	0.315	NaN	0.315	0.335
12583.804	0.289	NaN	0.289	0.330
12575.205	0.355	NaN	0.355	0.337
12584.053	0.286	NaN	0.286	0.329
12586.757	0.374	NaN	0.374	0.332
12579.592	0.317	NaN	0.317	0.328
12578.942	0.293	NaN	0.293	0.326
12576.032	0.375	NaN	0.375	0.337
12575.329	0.351	NaN	0.351	0.337
12581.484	0.382	NaN	0.382	0.337
12582.817	0.327	NaN	0.327	0.335
12580.937	0.372	NaN	0.372	0.335
12578.106	0.311	NaN	0.311	0.327
12579.493	0.303	NaN	0.303	0.327
12583.160	0.321	NaN	0.321	0.333
12581.438	0.380	NaN	0.380	0.336
12582.903	0.327	NaN	0.327	0.335
12584.444	0.303	NaN	0.303	0.327
12583.927	0.295	NaN	0.295	0.329
12580.155	0.328	NaN	0.328	0.331
12585.496	0.360	NaN	0.360	0.327
12580.399	0.351	NaN	0.351	0.332
12573.366	0.294	NaN	0.294	0.328
12581.480	0.370	NaN	0.370	0.337
12574.565	0.309	NaN	0.309	0.334
12579.696	0.303	NaN	0.303	0.328
12586.820	0.361	NaN	0.361	0.333
12583.162	0.311	NaN	0.311	0.333
12583.404	0.293	NaN	0.293	0.332
12584.630	0.307	NaN	0.307	0.327
12571.671	0.354	NaN	0.354	0.328
12576.260	0.366	NaN	0.366	0.336
12573.132	0.297	NaN	0.297	0.327
12580.714	0.353	NaN	0.353	0.334
12582.043	0.359	NaN	0.359	0.337
12583.437	0.295	NaN	0.295	0.332
12576.870	0.359	NaN	0.359	0.333
12582.015	0.355	NaN	0.355	0.337
12578.144	0.288	NaN	0.288	0.327
12581.167	0.362	NaN	0.362	0.336
12579.274	0.291	NaN	0.291	0.327
12583.896	0.295	NaN	0.295	0.329
12570.072	0.354	NaN	0.354	0.336
12583.704	0.293	NaN	0.293	0.330
12583.390	0.299	NaN	0.299	0.332
12577.692	0.331	NaN	0.331	0.329
12575.696	0.366	NaN	0.366	0.337
12587.129	0.352	NaN	0.352	0.334
12586.040	0.362	NaN	0.362	0.329
12588.734	0.294	NaN	0.294	0.336
12580.556	0.353	NaN	0.353	0.333
12587.518	0.321	NaN	0.321	0.336
12580.623	0.348	NaN	0.348	0.333
12587.665	0.326	NaN	0.326	0.336
12591.677	0.364	NaN	0.364	0.326
12585.241	0.338	NaN	0.338	0.326
12579.184	0.304	NaN	0.304	0.327
12579.514	0.306	NaN	0.306	0.328
12582.046	0.355	NaN	0.355	0.337
12582.468	0.339	NaN	0.339	0.336
12581.229	0.371	NaN	0.371	0.336
12580.412	0.354	NaN	0.354	0.332
